;0;1;2;3;4;5;6;7;8;9;10;11;12
0;64.89735501157568;0.0;2.0;0.0;1015.5856931593045;0.0;9804.05359;7.0;4.0;1962.581427419124;2.0;50.0;10.0
1;71.87731756805229;0.0;2.0;0.0;862.5936561046575;0.0;5292.591007;3.0;4.0;1968.414431496336;3.0;3725.6206896551676;1005.5958333333343
2;64.05359032501893;0.0;1.0;0.0;737.0022880286143;0.0;27373.96185;4.0;3.0;2005.5284663038537;1.0;2377.404668744842;729.7052252545675
3;64.8148148148148;0.0;1.0;0.0;784.2425836313906;0.0;46127.91885;1.0;3.0;2010.8561476234206;1.0;4826.53941243566;953.7661098333048
4;60.1857574750942;0.0;2.0;0.0;709.1804789891813;0.0;21652.15899;7.0;4.0;2003.9598177914372;2.0;1977.9768956811617;803.0734041167576
5;64.89735501157568;0.0;2.0;0.0;1015.5856931593045;0.0;8572.252713;3.0;4.0;1962.581427419124;1.0;3204.200572706844;931.428695020589
6;61.45193547289066;4.0;2.0;2.0;212.0;2.0;2927.0;7.0;7.0;1910.0;2.0;3725.620689655173;1005.59583333334
7;61.45193547289066;4.0;2.0;2.0;219.0;2.0;4373.0;7.0;7.0;1932.0;2.0;3725.620689655173;1005.59583333334
8;68.49537601268226;0.0;1.0;0.0;1312.2956115758461;0.0;11792.324844513209;3.0;3.0;1963.4520879174809;0.0;3265.4055339796173;1005.5958333333341
9;64.05359032501893;0.0;2.0;0.0;737.0022880286143;0.0;25682.38403;7.0;4.0;2005.5284663038537;2.0;2377.404668744842;729.7052252545675
10;64.05359032501893;0.0;2.0;0.0;737.0022880286143;0.0;29301.97781;7.0;4.0;2005.5284663038537;2.0;2377.404668744842;729.7052252545675
11;71.87731756805229;0.0;2.0;0.0;862.5936561046575;0.0;7176.478041;7.0;2.0;1968.414431496336;2.0;3725.6206896551676;1005.5958333333343
12;64.89735501157568;0.0;2.0;0.0;1015.5856931593045;0.0;10071.14972;7.0;4.0;1962.581427419124;2.0;3204.200572706844;931.428695020589
13;64.89735501157568;0.0;2.0;0.0;1015.5856931593045;0.0;8550.048896;7.0;2.0;1962.581427419124;2.0;3204.200572706844;931.428695020589
14;71.87731756805229;0.0;2.0;0.0;862.5936561046575;0.0;6719.952699;7.0;2.0;1968.414431496336;2.0;3725.6206896551676;1005.5958333333343
15;64.89735501157568;0.0;2.0;0.0;1015.5856931593045;0.0;8838.048196;7.0;1.0;1962.581427419124;2.0;3204.200572706844;931.428695020589
16;64.89735501157568;0.0;2.0;0.0;1015.5856931593045;0.0;9774.789145;7.0;4.0;1962.581427419124;2.0;3204.200572706844;931.428695020589
17;64.89735501157568;0.0;2.0;0.0;1015.5856931593045;0.0;7588.409943;7.0;4.0;1962.581427419124;2.0;3204.200572706844;931.428695020589
18;60.91301683160546;0.0;2.0;0.0;1563.1646258950477;0.0;14279.0982;7.0;4.0;1995.8572089820523;2.0;2285.0631546546124;868.3346918519184
19;60.1857574750942;0.0;2.0;0.0;709.1804789891813;0.0;20182.34062;7.0;4.0;2003.9598177914372;2.0;1977.9768956811617;803.0734041167576
20;71.87731756805229;0.0;2.0;0.0;862.5936561046575;0.0;7386.067209;7.0;1.0;1968.414431496336;2.0;3725.6206896551676;1005.5958333333343
21;60.1857574750942;0.0;2.0;0.0;709.1804789891813;0.0;18326.6032;7.0;1.0;2003.9598177914372;2.0;1977.9768956811617;803.0734041167576
22;64.89735501157568;0.0;2.0;0.0;1015.5856931593045;0.0;8746.81745;7.0;4.0;1962.581427419124;2.0;3204.200572706844;931.428695020589
23;64.89735501157568;0.0;2.0;0.0;1015.5856931593045;0.0;8563.705637;7.0;4.0;1962.581427419124;2.0;3204.200572706844;931.428695020589
24;64.89735501157568;0.0;2.0;0.0;1015.5856931593045;0.0;8070.204901;7.0;4.0;1962.581427419124;2.0;3204.200572706844;931.428695020589
25;68.49537601268226;0.0;2.0;0.0;1312.2956115758461;0.0;12331.66551;7.0;4.0;1963.4520879174809;2.0;3265.4055339796173;1005.5958333333341
26;68.49537601268226;0.0;1.0;0.0;1312.2956115758461;0.0;11724.82312;2.0;4.0;1963.4520879174809;1.0;3265.4055339796173;1005.5958333333341
27;60.91301683160546;0.0;2.0;0.0;1563.1646258950477;0.0;16307.91391;7.0;1.0;1995.8572089820523;2.0;2285.0631546546124;868.3346918519184
28;71.87731756805229;0.0;2.0;0.0;862.5936561046575;0.0;7453.050272;7.0;4.0;1968.414431496336;2.0;3725.6206896551676;1005.5958333333343
29;64.89735501157568;0.0;2.0;0.0;1015.5856931593045;0.0;9095.296603;7.0;1.0;1962.581427419124;2.0;3204.200572706844;931.428695020589
30;68.49537601268226;0.0;2.0;0.0;1312.2956115758461;0.0;10876.52582;7.0;4.0;1963.4520879174809;2.0;3265.4055339796173;1005.5958333333341
31;64.89735501157568;0.0;2.0;0.0;1015.5856931593045;0.0;10000.0;7.0;6.0;1962.581427419124;2.0;3204.200572706844;931.428695020589
32;63.37850544010433;0.0;2.0;0.0;257.32554499125246;0.0;500.7;3.0;8.0;1953.1844332439225;3.0;3725.6206896551716;1005.5958333333363
33;68.49537601268226;0.0;2.0;0.0;1312.2956115758461;0.0;12046.08169;7.0;1.0;1963.4520879174809;2.0;3265.4055339796173;1005.5958333333341
34;64.05359032501893;0.0;2.0;0.0;737.0022880286143;0.0;25494.25545;7.0;1.0;2005.5284663038537;2.0;2377.404668744842;729.7052252545675
